Tool Name,Alternate Tool Names
HP_LoadRunner,"['hp loadrunner, hp vugen, vugen, load runner, loadrunner']"
Remote_Shell,"['rsh shell, rshd, rsh daemon, remote shell, remote shell daemon, rsh remote shell']"
CombineZ,"['combinez5, combinez-m, combine zm, combinezp, combinezm']"
CVIPtools,[nan]
Helicon_Focus,[nan]
Image_file_formats,"['vector graphics file formats, list of vector graphics markup languages, graphics standards, graphics file format, image format, vector graphics markup language, vector graphics markup languages, image file, raster graphics file formats, graphics file formats, image files, graphic file formats, image file formats, raster file format, vector graphics format, list of image file formats, image formats, graphic formats']"
IrfanView,"['irfan skiljan, irfan view, irfanview', 'irfan skiljan, irfan view, irfanview']"
XnView,"['xnview mp, cross-platform image viewer, xnview multi platform, xnviewmp, pierre-emmanuel gougelet, xnview']"
Libjpeg,"['jpeglib, independent jpeg group, jpegtran, libjpeg-turbo, mozjpeg']"
Drools,"['jboss drools, jboss rules, jboss enterprise brms']"
I/O_virtualization,"['i/o virtualization, vhba, vnic, vfio']"
Intel_QuickPath_Interconnect,"['common serial interconnection, quick path interconnect, quickpath, common serial interconnect, quickpath interconnect, qpi, common system interface, intel qpi, qpi interface']"
MacBook_Air,"['macbook air (1st generation), macbook air (4th generation), apple macbook air, airbook, macbook air (3rd generation), apple air, imac air, macbook air, macbook air (2nd generation), remote disc, mac air, mac book air, remote disk, 1, macbook air ad, macbookair, macbookair6, airmac']"
AMD_700_chipset_series,"['amd 770, amd 740g, rd700 chipset series, amd 7-series chipsets, rd790, amd 740, amd 790g, amd 790x, amd 740v, amd 790fx, amd overdrive, amd 790gx, amd 790v, amd 780g, amd rx780h']"
Digital_Visual_Interface,"['dvi port, d.v.i., dvi-dl, digital visual interface, dvi-a, dvi-digital, dual link, dvi connector, dual-link dvi, dvi booster, digital video interface, dvi, digital-visual interface, dvi cable, dvi-d, dvi-i']"
Serial_attached_SCSI,"['sas expander, sata versus sas, dual-domain sas, sff-8482, nearline sas, multilink sas, serial attached scsi, sascsi, sas multilink, sas control unit, sas expanders, nl-sas, midline sas, sas versus sata, sas hard drive, serial-attached scsi, sff 8482, sata vs. sas, sas connector, sas vs. sata']"
RapidSMS,[nan]
Nymgo,[nan]
GroupWise,"['novell groupwise, novell group wise, groupwise']"
Internet_Message_Access_Protocol,"['imap, imap server, port 143, imapd, imaps, dimap, imap3, imapv4, imap4, internet message access protocol, interactive mail access protocol']"
XIMSS,"['ximss, communigate pro, communigate']"
Jami_(software),"['gnu ring, sflphone, ring (software)']"
Peer-to-peer_SIP,"['p2psip, p2p-sip, p2psip working group']"
Ejabberd,[nan]
MSCML,[nan]
WAV,"['wave sound, wav format, waveform audio file format, wavefmt, .wav, wave file format, windows wave, riff wavefmt, audio for windows, .wav file, wav file, wav, waveform audio format, .wave, wave file, wave format', 'wave sound, wav format, waveform audio file format, wavefmt, .wav, wave file format, windows wave, riff wavefmt, audio for windows, .wav file, wav file, wav, waveform audio format, .wave, wave file, wave format']"
FLAC,"['flac lossless, .flac, flac, free lossless audio codec, ogg flac, josh coalson']"
TinyOS,"['tossim, tinyos']"
Contiki,[nan]
RIOT_(operating_system),[nan]
ECos,"['ecos.sourceware.org, ecospro, embedded configurable operating system']"
LiteOS,[nan]
Apple_IIc,"['apple iic, apple //c, apple 2c, apple monitor iic']"
Apple_Lisa,"['apple lisa, lisa 2/5, lisa os, lisawrite, lisa (computer), apple lisa 2, lisa 2/10, lisa pc, lisa (apple), local integrated system architecture, lisa office system']"
Apple_IIe,"['apple 2e, apple iie platinum, apple //e, apple iie, iie']"
UNOS_(operating_system),['[]']
NEC_V20,"['vg330, nec v40, nec v50, vg230, vadem vg330, nec v20/v30, nec v33, nec v30, vadem vg230, cxq70108, sony cxq70108']"
ZX81,"['timex sinclair 2040, zx81, sinclair zx-81, sinclair zx81, zx-81']"
Windows_XP_Professional_x64_Edition,"['windows xp x64 edition, windows xp professional x64 edition, windows xp professional x64, windows xp pro x64 edition, windows xp x64, xp x64, microsoft windows xp professional x64 edition, windows xp pro x64, microsoft windows xp 64-bit edition for 64-bit extended systems']"
BSD,"['bsd (operating system), *bsd, bsd unix, berkeley unix, hpbsd, bsd unices, bsdgames, berkley software distribution, berkeley unix 4.3bsd, berkeley system distribution, networking release 1, bsd, bsd-based, net/1, 4.4bsd-lite, 4.4bsd-encumbered, bsd operating system, berkeley software distribution', 'bsd (operating system), *bsd, bsd unix, berkeley unix, hpbsd, bsd unices, bsdgames, berkley software distribution, berkeley unix 4.3bsd, berkeley system distribution, networking release 1, bsd, bsd-based, net/1, 4.4bsd-lite, 4.4bsd-encumbered, bsd operating system, berkeley software distribution']"
Zilog,"['crawford, zilog, zilog, curtis crawford, c. j., curtis j. crawford, multi-functional operating system, inc., curtis j.']"
Project_25,"['network access code, p-25, subscriber data peripheral interface, console subsystem interface, fixed station interface, apco-25, apco p25, project mesa, telephone interconnect interface, common air interface, data network interface, inter rf subsystem interface, network management interface, apco project 25']"
PARI/GP,"['gp-pari, pari gp, pari-gp computer algebra system, gp/pari, pari/gp computer algebra system, pari-gp']"
Java_Native_Interface,"['java native interface, jni, java native library, native method']"
Mono_(software),"['mono (ximian), mono framework, monotouch, mono software, mono vm, mono project, monodroid, mono olive, mono runtime, xamarin.android, .net for android, mono (development platform), mono (programming), mono development platform, .net for ios, mono (programming language), mono platform, mono programming language, xamarin.ios']"
Apache_Hadoop,"['hadoop distributed file system, amazon elastic mapreduce, hadoop, yarn, hdfs, hadoop distributed filesystem, hadoop yarn']"
CentOS,"['community enterprise operating system, centos stream, centos7, centos.org, centos linux, cent os, centos, centos governing board, caos linux, software collections']"
Language_binding,"['ctypes (language binding), libsvnjavahl, libsvn, language bindings']"
MVAPICH,[nan]
Parallel_Virtual_Machine,['pvm']
Application_binary_interface,"['embedded application binary interface, c abi, application binary interface, eabi, embedded-application binary interface']"
Microsoft_Messaging_Passing_Interface,"['microsoft mpi, microsoft messaging passing interface']"
MPICH,"['mpich2, message passing interface chameleon']"
AMD_K5,"['amd k5, amd 5k86, am5k86, k5 (microarchitecture), 5k86']"
Cyrix_6x86,"['cyrix cx6x86, 6x86mx, cyrix cx686, 6x86l, 6x86, cyrix mii']"
Napster,"['napster.com, jr., milton olin, gnapster, napsterite, inc., napigator, napster, jordan mendelson, napster (peer-to-peer)']"
GNU_Privacy_Guard,"['gpg for journalists, gnupg, gpg encryption, gpgme, gnupg made easy, macgpg, gnu privacy guard']"
Pretty_Good_Privacy,"['openpgp, pgpi, pgp key pair, pgp signature, pgp encryption, prettygoodprivacy, pretty good privacy, pretty good protection, pgp desktop']"
NetBSD,"['netbsd, netbsd kernel, net bsd, the netbsd foundation, nbsd']"
IEEE_1394,"['firewire800, iidc, ilink, firewire, firewire port, ieee 1394 security issue, idb-1394, ieee 1394 interface, 1394a, firewire 400, firewire pci card, ieee1394, ieee1394b, ieee-1394, fw 800, ieee 1394b, ieee 1394 (interface), firewire (coding), coding system of firewire, fw 400, p1394, high performance serial bus, ieee p1394, i-link, ieee 1934, 1394a high speed av port, ieee 1394a, ieee 1394 firewire, ieee 1394c, 1394b, i.link, 1394d, firewire 800, firewire security issue, hpsb, ieee 1394 coding system, firewireless']"
Xen,"['xenserver, xen hypervisor, xen project, xapi (virtualization), pvhvm, domu, xen (virtual machine monitor), xen cloud platform, xensource, dom0']"
DECnet,"['digital ethernet local network interconnect, decnet, digital network architecture, file access listener, replacement delni']"
QEMU,"['qemu-launcher, kqemu, virtio, qemu, qvm86, quemu']"
Hot_Standby_Router_Protocol,"['hsrp, hot standby routing protocol']"
Ifconfig,['ifconfig (unix)']
Bitcoin,"['bicoin, bitcoin black friday, bitcoin core, bitcoind, bitcoin-qt, bitocin, bitcorn, sperg, hodl, bitcoin white paper, bitcoin ponzi scheme and pyramid scheme concerns, edisons renegade currency, bitcoinj, bticoin, bech32, bitcion, 1 btc, bitcoin wallet, bitcoinqt, mbtc, bitcoinage, bitcent, bitcoins, bitcoin (cryptocurrency), microcoin, 1-btc, bitcoin economy, checklocktimeverify, coinbit, chain fork, bit coin, coincorner, satoshis, laszlo hanyecz, brainwallet, bitcoinshop, bitcoin qt, chainfork, btcusd=x, bitcents, bitcoin']"
Wpa_supplicant,['wpasupplicant']
Hostapd,[nan]
Hostapd__OpenBSD's_hostapd__1,[nan]
Hostapd__Open_Wireless_Linux_version_of_hostapd__1,[nan]
HostAP,"['jouni malinen, hostap']"
Lempelï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,"['lzw, lempel-ziv-welch, data compression/lzw, lzw compression, lempel ziv welch, ziv-lempel-welch, lzw compression algorithm, lzw algorithm, lzw (algorithm), lempel-ziv-welch data compression, lempel-ziv-welch algorithm']"
S2TC,[nan]
BMP_file_format,"['bmp image, .dib, bmp file format, windows and os/2 bitmap, .bmp, bmp format, device-independent bitmap, bmp (file format), device independent bitmap, windows bitmap, bitmap file format, bitmap image file format, windows bmp, bmp file', 'bmp image, .dib, bmp file format, windows and os/2 bitmap, .bmp, bmp format, device-independent bitmap, bmp (file format), device independent bitmap, windows bitmap, bitmap file format, bitmap image file format, windows bmp, bmp file']"
Sieve_C++_Parallel_Programming_System,[nan]
Threading_Building_Blocks,"['intel threading building blocks, intel tbb, thread building blocks']"
AMD_Turion,"['turion ultra, griffin (processor), turion x2, turion ii, amd taylor, amd turion 64 x2, turion ii ultra, amd griffin, amd turion, turion64, turion 64 x2, turion x2 ultra, amd turion 64, turion 64']"
Raspberry_Pi,"['raspberry pi 4b, raspberrypi, rpi 2, rasberry pi, rp ov5647, razberry pi, r pi 2, raspberyy pi, raspberry pi 3, raspberry pi zero, gertboard, rasppi, hardware attached on top, raspberry pi 4, raspberry pi pico, retropie, operating systems for raspberry pi, bcm2835, raspberry pi 1, pi zero, raspberry pi2, raspberry pi, rpi2, raspberry pi 2, r-pi, noo, rpi, ras pi, raspi, rasberrypi, rp imx219, r pi']"
Power_Mac_G5,"['powermac g5, power mac g5 quad, g5(apple), g5jam, quad g5, g5 (apple), power macintosh g5, macintosh g5']"
Windows_Server_2016,"['nano server, win2k16, windows nano server, features new to windows server 2016, windows server vnext, windows server 10, windows server 2016, windows server 2016 version history, windows 2016, server 2016, microsoft windows server 2016']"
Cadence_Design_Systems,"['allegro (cad software), jasper design automation, cadence design systems inc, quickturn, cadence design systems, quickturn design systems, conformal (software), denali software, denali software, cdns, allegro platform, quickturn systems, cadence allegro, valid logic systems, cadence design, inc., cadence design systems (india) pvt. ltd., cadence design sys inc, cadence.com']"
Yellow_Dog_Linux,"['yellowdog linux, yellow dog enterprise linux']"
GNU_Compiler_Collection,"['collect2, enhanced gnu compiler system, gcc abstract syntax tree, gcc (unix), generic and gimple, cc1plus, g++, gcc compiler, gplusplus, fortify source, gnu/gcc, gnu c compiler, gnu compiler, libgcc, gnu c, g plus plus, gnu c++ compiler, gcc4, gnu standard c++ library, gnu c++, gcc (software), egcs, gimple, gnu gcc, gcc language front ends, gnu compiler collection']"
Fedora_(operating_system),"['fedora extras, fedomatix, linux fedora, fedora lxqt, fedora operating system, fedora cloud, copr (fedora), fedora modular server, rawhide (operating system), fedora (os), fedora (operating system), fedora aos, fedora (linux), fedora atomic host, fedora server, rawhide (computing), fedora silverblue, fedora robotics, fedora linux, fedora (software), fedora spin, fedora coreos, fedora (linux distribution), fedoralinux, fedora rawhide, fedora core, fedora linux swap, eeedora, fedora (gnu/linux distribution), fedora workstation, fedora iot, rawhide (software), fedora core linux, cool other package repositories, fedora os']"
Fixstars_Solutions,"['terra soft, terra soft solutions, yellow dog linux powerstation']"
GPUGRID.net,['gpugrid']
GNU_Binutils,"['libelf, gnu binary utilities, gnu binary utils, binutils, gnu binutils, elfedit']"
Cartesian_Perceptual_Compression,['.cpc']
Motion_JPEG,"['nuppelvideo, m-jpeg, motion jpeg, motion jpg, mjpg, motionjpeg, mjpeg, m-jpg']"
Theora,"['ogg-theora, ogg video, theora codec, oggtheora, ogg theora, .ogv, ogv, ogg/theora, xiph.org libtheora 1.1 20090822 (thusnelda), libtheora']"
Ogg,"['libogg2, tarkin (codec), ogging, ogg media file, .ogx, video/ogg, .ogm, audio/ogg, ogm, ogg writ, ogg2, ogg123, oggpcm, ogg tarkin, ogg media, application/ogg, oggwrit, ogg project, libogg, ogg file, xiph.org libvorbis i 20020717, .ogg']"
Speex,"['speex encoding, libspeex, ogg speex, .spx']"
Megvii,"['kuangshi, face++']"
Celia_(virtual_assistant),['celia (virtual assistant)']
Horovod_(machine_learning),[nan]
IPhoto,"['iphoto, iphoto 9.6, photocast, iphoto 9.6.1']"
TikTok,"['tiktok star, douyin.com, tiktok dance, cyberbullying on tiktok, tik-tok, tik tok (app), douyin short video, tiktok lite, tiktoker, tiktok review, alt tiktok, tiktok (app), tiktok, tik tok short video, legal issues with tiktok, douyin, tiktok pte. ltd., tiktok.com']"
Bruno_Sartori,[nan]
Open_Neural_Network_Exchange,['onnx']
Artificial_Intelligence_Markup_Language,[nan]
Afiniti,[nan]
Zo_(bot),[nan]
Your.MD,[nan]
Tay_(bot),"['tay.ai, taytweets, tay tweets, tay (microsoft), tay (ai), justicefortay, tay a.i., tay bot, tay (robot), microsoft tay, tay (artificial intelligence), tayandyou, tay (artificial intelligence robot), tay ai, @tayandyou']"
ADS-AC,[nan]
Google_Search,"['google.ml, google app, google.co.nz, google.se, google.lt, google (web search engine), google.sm, google.co.id, googletestad, google.vn, cin, google.nu, google.pt, google.com.gh, google (search engine), google.com.sl, google.co.ug, google.cd, google search (mobile app), goggle search, google.gl, google.com.tj, privacy concerns regarding google search, google.co.tz, google.com.kw, google.com.vn, google.is, google.cf, google.td, google.com.bd, google.es, google.im, google.kg, google.md, google.mx, tspr, googlevideo, google search features, google.kz, googlesyndication.com, google.com.ph, ghit, google.co.th, google.co.ve, google.co.mz, google.lv, google.gp, googlehttp, google.com.sb, google.com.qa, google.gg, google.hn, google.ac, google.com.sv, google.tm, google.bt, google.tl, google.com.ai, google.ocm, google.com.pe, google.sk, google beta, www.google.com, google.com.ec, ok google, google.mg, google.tp, google.bi, google.dz, google.co.zm, google. com, google.hk, google.tn, google web search engine, google.bf, google.sr, rich snippets, google hits, google.com.lb, google.com.na, google.cm, google.si, google.qa, google.com.bz, google.lk, google.mv, google.jo, google.sc, google.com.fj, google.coom, google.ps, google.com.cy, google search for android, google.to, google.com.tr, google.bg, google.co.ao, google onebox, googlecom, google.gy, google.co.ls, allinanchor, google.com.pg, google.ne, google.gr, google.com.pr, google.dk, google.cg, google.it, google caffeine, google.ws, this site may harm your computer, google.copm, google video player, google.vg, google.eu, google.ru, google search engine, google.com, famous web search engine, google.iq, google.pn, google.om, google.ie, google.gm, google.st, google realtime, google.co.jp, google real-time search, google.tk, google.com.eg, www google com, google.com.ag, google.com.gt, google advanced search, google.com.mt, google.bb, google web search, video.google, google com, criticism of google search, google.dj, google.fi, google.net, video.google.com, google.com.tw, google.co.ck, google.nl, google.com.py, google.ms, google.vu, goole.com, discontinued features of google search, im feeling lucky, google.com.cu, google fred, google.sn, google.com.nf, google.ba, google video uploader, google.co.cr, google.com.co, google.com.au, google hit, goo.gle, google.hr, google.ca, google.mw, google.no, google.bj, google.co.in, google.ee, google.com.ng, google.co.zw, gogole.com, google (website), google.rw, instant search, google.com.pa, google search for mobile, topic sensitive page rank, google.com.by, google.rs, google.com.ly, google.com.my, google.ge, google regional domains, google search, google videos, google.hu, google.az, backrub (search engine), google.cv, google.tt, giigke, google.lu, google.ht, google.com.gi, video google, google.co.il, google.co.uz, google.com.kh, google.com.vc, google.us, google.al, google.ro, google.cz, gvi, google.tg, google.com.pk, google.bs, google.mk, google.cl, google.je, google.ki, google.co.bb, google.com.af, google calculator, feeling lucky, google.ga, google.com.mx, google.com.uy, google.at, google.com.ar, topic-sensitive pagerank, google.co.uk, google.pl, google twin, google.co.ma, google.con, google.be, googlesyndication, google.as, google.com.et, google.com.ni, google.mn, google.ad, google.com.bn, google.ch, google.com.ua, google.com.sg, google.co.kr, google.com.jm, google.co.vi, google.co.ke, google.cat, google.la, google.com.om, google.fm, google.sh, google.me, google.co, google.ci, ghits, google.com.bh, google.mu, seo for google, google search mobile, google.com.br, googlebait, google.de, google.dm, http://www.google.com, google.so, google.ae, google.re, google.cc, google.com.np, google (search service), google web, google dance, google.com.bo, google.com.sa, google.com.do, google.am, google.fr, google.com.mm, rich snippet, google.nr, googlesearch, google.co.za, topic sensitive pagerank, google.li, google instant', 'google.ml, google app, google.co.nz, google.se, google.lt, google (web search engine), google.sm, google.co.id, googletestad, google.vn, cin, google.nu, google.pt, google.com.gh, google (search engine), google.com.sl, google.co.ug, google.cd, google search (mobile app), goggle search, google.gl, google.com.tj, privacy concerns regarding google search, google.co.tz, google.com.kw, google.com.vn, google.is, google.cf, google.td, google.com.bd, google.es, google.im, google.kg, google.md, google.mx, tspr, googlevideo, google search features, google.kz, googlesyndication.com, google.com.ph, ghit, google.co.th, google.co.ve, google.co.mz, google.lv, google.gp, googlehttp, google.com.sb, google.com.qa, google.gg, google.hn, google.ac, google.com.sv, google.tm, google.bt, google.tl, google.com.ai, google.ocm, google.com.pe, google.sk, google beta, www.google.com, google.com.ec, ok google, google.mg, google.tp, google.bi, google.dz, google.co.zm, google. com, google.hk, google.tn, google web search engine, google.bf, google.sr, rich snippets, google hits, google.com.lb, google.com.na, google.cm, google.si, google.qa, google.com.bz, google.lk, google.mv, google.jo, google.sc, google.com.fj, google.coom, google.ps, google.com.cy, google search for android, google.to, google.com.tr, google.bg, google.co.ao, google onebox, googlecom, google.gy, google.co.ls, allinanchor, google.com.pg, google.ne, google.gr, google.com.pr, google.dk, google.cg, google.it, google caffeine, google.ws, this site may harm your computer, google.copm, google video player, google.vg, google.eu, google.ru, google search engine, google.com, famous web search engine, google.iq, google.pn, google.om, google.ie, google.gm, google.st, google realtime, google.co.jp, google real-time search, google.tk, google.com.eg, www google com, google.com.ag, google.com.gt, google advanced search, google.com.mt, google.bb, google web search, video.google, google com, criticism of google search, google.dj, google.fi, google.net, video.google.com, google.com.tw, google.co.ck, google.nl, google.com.py, google.ms, google.vu, goole.com, discontinued features of google search, im feeling lucky, google.com.cu, google fred, google.sn, google.com.nf, google.ba, google video uploader, google.co.cr, google.com.co, google.com.au, google hit, goo.gle, google.hr, google.ca, google.mw, google.no, google.bj, google.co.in, google.ee, google.com.ng, google.co.zw, gogole.com, google (website), google.rw, instant search, google.com.pa, google search for mobile, topic sensitive page rank, google.com.by, google.rs, google.com.ly, google.com.my, google.ge, google regional domains, google search, google videos, google.hu, google.az, backrub (search engine), google.cv, google.tt, giigke, google.lu, google.ht, google.com.gi, video google, google.co.il, google.co.uz, google.com.kh, google.com.vc, google.us, google.al, google.ro, google.cz, gvi, google.tg, google.com.pk, google.bs, google.mk, google.cl, google.je, google.ki, google.co.bb, google.com.af, google calculator, feeling lucky, google.ga, google.com.mx, google.com.uy, google.at, google.com.ar, topic-sensitive pagerank, google.co.uk, google.pl, google twin, google.co.ma, google.con, google.be, googlesyndication, google.as, google.com.et, google.com.ni, google.mn, google.ad, google.com.bn, google.ch, google.com.ua, google.com.sg, google.co.kr, google.com.jm, google.co.vi, google.co.ke, google.cat, google.la, google.com.om, google.fm, google.sh, google.me, google.co, google.ci, ghits, google.com.bh, google.mu, seo for google, google search mobile, google.com.br, googlebait, google.de, google.dm, http://www.google.com, google.so, google.ae, google.re, google.cc, google.com.np, google (search service), google web, google dance, google.com.bo, google.com.sa, google.com.do, google.am, google.fr, google.com.mm, rich snippet, google.nr, googlesearch, google.co.za, topic sensitive pagerank, google.li, google instant']"
